14,383
16,429
14,392
17,390
18,357
17,248
18,400
17,363
16,395
15,313
14,422
18,374
17,371
19,298
18,370
17,396
17,391
15,360
17,349
21,368
15,421
21,435
17,446
17,226
17,365
15,336
16,336
14,373
17,413
19,413
21,319
21,343
24,327
22,56
23,500
24,351
23,312
22,58
23,259
23,291
21,372
22,366
21,271
22,388
22,277
24,354
19,53
24,248
20,287
24,380
22,67
23,329
22,253
23,55
19,295
24,424
23,76
24,423
19,67
23,220
22,267
27,358
19,332
18,66
25,389
20,67
23,252
19,52
23,46
19,228
24,416
20,67
25,151
21,108
23,289
22,87
22,333
22,102
23,351
21,63
24,248
21,75
24,345
19,425
24,279
18,60
23,306
19,68
24,263
23,325
24,320
18,48
23,306
19,42
24,432
19,47
23,279
26,217
24,80
25,306
27,45
26,361
25,313
28,320
21,281
27,78
30,244
28,54
27,300
30,290
28,286
26,350
21,177
28,68
26,312
27,233
30,294
31,378
27,338
25,65
23,295
27,411
24,236
26,343
23,331
22,345
26,438
24,298
25,240
24,263
25,349
25,417
26,288
30,334
29,40
28,219
29,303
25,55
25,352
28,360
29,315
26,84
26,302
25,320
30,347
28,240
26,379
28,303
24,265
27,390
25,265
29,77
26,340
23,76
22,67
21,52
21,55
21,204
22,55
21,68
23,265
19,58
24,278
24,344
22,66
21,62
25,251
22,250
22,67
23,52
22,64
22,254
23,76
24,253
22,70
24,100
19,98
19,48
21,340
22,103
19,279
19,270
20,61
22,171
24,352
19,195
23,298
16,176
18,113
18,113
21,95
19,60
19,83
18,59
19,49
20,60
21,63
19,67
21,175
21,63
22,104
20,80
20,77
21,205
19,83
21,55
19,71
18,67
20,59
20,93
20,51
21,40
19,151
19,63
21,66
20,88
18,60
19,155
22,59
21,119
20,110
20,92
20,56
21,73
20,129
22,306
21,251
28,267
29,67
31,365
27,363
28,295
26,476
35,202
29,332
30,269
28,249
32,268
30,325
31,203
31,194
29,26
29,26
29,310
28,310
32,237
30,31
34,343
29,105
31,280
21,458
22,367
22,239
21,436
20,276
26,293
22,231
20,260
19,341
20,433
21,379
28,424
26,294
21,318
20,364
22,313
19,285
24,416
22,427
23,271
24,325
24,211
20,491
22,232
20,362
19,362
20,247
19,451
22,412
22,314
21,350
22,379
20,311
22,367
20,88
21,33
22,282
20,320
21,216
20,244
20,208
20,215
20,76
20,218
21,75
20,55
20,279
20,277
20,208
23,265
20,416
20,319
20,274
20,258
20,178
20,398
20,274
25,254
20,248
20,200
20,271
20,39
20,44
20,432
21,267
21,195
20,32
21,185
22,211
21,73
24,270
23,59
23,297
22,54
23,348
23,275
21,289
20,167
22,302
22,281
23,158
22,156
21,86
25,276
22,306
22,288
25,241
22,290
23,271
23,317
23,213
24,353
26,263
25,297
26,334
23,266
22,211
22,62
23,288
24,431
23,310
23,241
18,34
21,37
21,36
21,43
19,41
21,62
20,40
23,42
21,47
21,34
21,41
22,41
23,37
22,216
21,45
22,274
23,47
24,60
26,77
21,60
21,32
23,63
24,189
21,38
26,66
23,73
24,36
24,39
24,50
21,200
24,62
23,41
24,67
24,192
20,64
21,293
23,386
20,469
23,228
20,23
23,347
24,66
23,419
25,471
24,422
26,370
23,334
25,636
25,462
25,576
23,392
25,376
25,841
25,660
23,340
26,253
22,297
24,223
22,289
22,29
20,228
28,197
16,247
18,279
16,216
21,220
19,360
22,215
20,250
20,322
20,373
22,407
21,252
19,264
22,341
20,335
25,336
21,298
18,397
19,231
18,273
22,251
24,255
18,248
17,263
19,341
20,264
18,308
17,318
22,228
18,129
17,278
18,236
23,258
20,236
19,251
18,288
23,342
18,323
18,311
21,294
23,201
20,56
21,193
23,309
21,201
20,69
21,190
21,153
20,243
21,182
21,15
20,239
25,264
21,84
20,174
21,283
21,275
21,224
22,204
23,196
21,204
21,164
21,47
21,281
20,226
21,113
23,151
22,199
20,35
21,242
22,224
21,62
20,36
21,55
22,186
23,147
22,251
22,141
22,224
22,315
23,156
22,293
22,106
22,127
23,536
22,98
22,111
22,149
23,204
23,65
22,60
24,32
22,215
23,152
22,299
23,323
23,144
22,125
23,157
23,68
23,123
22,245
22,132
23,155
23,154
23,102
22,96
20,280
18,310
20,386
21,323
19,358
20,279
18,293
19,281
19,268
20,300
18,303
19,370
18,330
19,272
21,311
18,174
19,310
19,330
19,56
19,231
18,297
18,347
21,247
19,168
19,294
19,255
19,331
18,284
21,334
19,320
19,346
20,348
20,57
19,315
22,219
18,256
19,288
19,280
18,257
22,267
24,337
26,363
24,361
19,336
22,229
19,292
25,330
19,454
22,299
20,328
23,216
19,401
23,308
19,279
24,252
21,445
27,341
20,341
25,107
19,234
23,299
20,268
24,342
19,214
24,309
20,304
24,287
21,305
24,341
21,474
25,245
20,382
27,414
24,233
26,365
21,340
25,316
24,337
21,409
24,355
23,336
24,278
24,276
21,415
23,295
23,329
25,442
24,407
25,269
23,350
23,344
26,331
26,320
23,461
26,367
26,275
23,415
23,367
26,369
22,432
25,300
25,296
21,469
23,450
20,55
20,636
21,275
20,362
22,256
21,318
20,220
20,426
22,326
19,323
21,473
22,236
20,403
20,279
21,258
20,447
20,402
22,338
20,141
21,342
22,291
20,427
21,373
21,293
20,378
21,251
23,397
24,363
21,218
24,284
20,277
20,280
21,360
20,339
21,268
22,327
24,50
21,427
24,269
23,385
20,370
22,386
22,295
21,395
21,254
23,313
21,315
22,301
23,199
21,299
23,318
23,257
21,434
22,188
23,309
22,440
22,268
23,266
21,366
22,253
23,357
21,370
23,271
23,314
21,407
22,216
23,269
21,368
21,307
21,251
22,244
23,345
23,355
22,442
23,122
22,28
21,387
23,355
23,332
25,357
22,346
23,278
25,389
24,392
23,272
24,326
23,302
23,410
27,314
24,351
23,278
25,346
22,336
22,410
25,337
23,262
22,411
24,247
23,275
22,373
24,321
23,281
21,250
22,410
23,371
24,366
24,396
25,283
23,352
21,293
23,314
24,325
21,311
23,381
24,410
22,400
23,341
24,312
22,289
24,260
23,299
24,348
26,274
24,320
21,318
25,316
23,316
22,460
25,385
26,432
21,298
24,307
23,313
23,423
23,342
23,355
22,316
23,271
23,435
24,260
25,349
22,421
23,365
28,388
23,444
23,396
23,344
23,494
23,469
24,332
23,344
23,315
23,288
23,394
27,436
25,393
25,364
25,212
23,342
23,454
23,347
22,309
23,471
25,311
23,329
24,335
23,362
27,178
23,348
24,324
24,360
27,281
22,230
23,227
26,268
24,316
21,241
22,287
21,410
22,286
26,345
27,286
25,342
22,241
21,251
22,277
23,414
24,276
24,174
24,247
25,440
25,259
25,323
25,330
27,388
21,202
25,282
22,184
20,128
19,360
21,186
22,265
22,502
25,331
22,325
21,349
19,290
21,379
19,223
22,422
22,414
21,353
24,260
19,348
21,398
21,240
19,227
22,339
22,272
21,314
21,287
20,173
23,239
20,409
21,391
23,192
19,221
20,291
23,303
22,383
21,377
19,324
19,184
22,246
20,327
26,269
22,240
24,264
19,355
22,274
22,349
22,305
22,255
20,290
19,339
25,308
23,195
22,259
19,372
23,240
21,414
20,299
22,322
22,339
24,389
21,353
22,286
21,452
19,393
22,336
22,275
20,263
22,279
20,234
21,348
24,300
20,434
21,345
19,292
22,325
22,335
22,172
22,266
22,223
21,379
20,308
22,301
22,35
19,363
27,366
21,179
21,357
19,327
24,303
31,297
19,308
21,261
21,420
21,319
19,302
23,382
22,329
19,113
22,340
20,400
19,334
23,243
21,169
19,158
21,253
21,398
23,334
23,313
25,362
23,331
20,288
22,242
25,375
22,371
24,313
23,327
21,348
22,422
27,397
24,271
24,281
23,415
21,329
23,369
25,329
27,378
27,364
23,248
28,377
24,281
25,374
27,325
21,338
26,298
21,355
23,356
20,393
20,306
21,348
19,274
24,350
25,356
20,365
20,289
21,59
23,279
21,322
22,426
22,288
23,66
20,297
22,362
26,409
21,371
22,287
21,69
21,338
23,311
19,56
20,340
22,284
19,298
21,384
22,92
19,317
22,335
21,386
19,331
19,323
22,346
19,354
20,316
25,445
22,463
20,236
22,306
21,224
24,221
23,236
23,404
19,297
20,392
21,101
23,404
22,261
20,448
27,342
21,382
21,445
21,218
20,383
23,273
22,501
20,255
25,283
19,455
21,306
20,284
23,335
20,276
21,2028
21,384
21,236
22,439
20,292
18,210
20,240
18,278
21,251
20,253
21,347
19,308
20,317
17,307
28,411
19,394
19,389
20,253
23,371
23,236
20,243
20,284
20,296
21,207
22,198
21,335
24,290
19,390
20,230
20,314
23,245
18,285
21,330
23,309
19,45
19,299
20,319
21,392
20,351
20,326
20,90
21,264
22,18
21,21
20,388
25,291
22,33
21,273
23,367
22,258
22,338
22,332
19,256
21,305
22,22
23,433
22,328
21,297
22,56
24,316
22,373
22,268
19,279
24,21
22,283
22,314
23,45
21,421
22,442
24,339
20,411
22,396
24,297
20,338
19,378
24,367
22,23
21,132
25,28
23,36
23,22
20,262
22,142
22,287
25,36
23,309
23,283
20,207
23,444
24,321
21,330
27,33
23,363
24,273
25,29
21,309
22,312
22,281
25,334
22,534
25,28
20,180
24,363
23,253
25,253
22,390
25,31
21,261
25,323
30,441
27,360
31,350
29,389
27,196
30,359
28,405
23,326
31,410
26,368
29,440
31,363
26,335
30,437
27,410
28,265
31,413
30,407
27,325
30,497
28,524
32,477
29,378
26,304
28,315
31,431
30,474
27,262
23,349
20,190
25,37
21,72
23,41
24,29
21,41
25,44
23,48
23,48
22,310
24,81
23,380
25,35
19,97
21,72
19,267
24,30
22,20
20,106
22,99
25,31
23,70
21,208
21,42
26,90
24,32
20,206
23,277
22,79
21,171
22,285
21,276
22,481
21,292
20,380
25,271
24,278
23,282
20,190
21,320
24,185
22,292
25,338
20,246
30,337
27,361
24,288
19,81
23,311
20,283
19,79
26,237
20,102
22,280
21,329
23,309
22,292
24,364
29,451
24,379
21,371
21,117
21,345
24,532
25,301
23,397
24,462
28,274
28,418
27,386
24,339
23,378
23,266
24,539
24,243
19,452
23,386
20,384
26,492
20,419
19,455
24,256
20,408
25,422
20,282
24,434
20,301
20,320
23,428
22,455
20,413
26,251
21,66
21,134
22,142
21,274
23,299
24,415
20,297
26,225
24,51
24,371
23,354
23,637
23,207
25,576
21,1693
23,309
29,133
22,115
19,431
23,223
22,273
29,351
28,2020
25,631
28,366
23,298
21,669
29,605
27,218
25,304
23,223
23,273
25,360
26,293
23,325
24,244
23,291
26,387
23,282
24,339
24,243
27,282
32,217
25,267
27,316
28,365
26,293
27,444
29,386
26,246
26,188
28,281
25,252
26,223
28,292
26,357
24,362
26,251
25,434
23,358
29,351
23,336
23,115
23,292
25,227
26,264
25,212
22,231
25,402
24,264
28,349
21,591
25,363
26,264
24,263
24,259
24,283
25,342
22,334
25,222
24,265
26,394
24,511
26,258
21,48
24,155
23,236
23,349
24,30
25,52
24,320
21,50
23,332
25,92
23,330
26,178
27,274
22,54
21,349
23,262
23,24
25,75
21,106
21,295
23,451
24,329
23,122
21,29
21,273
24,318
23,261
21,72
24,197
26,429
24,245
22,250
22,508
22,353
24,305
21,299
21,312
22,85
20,325
22,62
22,484
22,81
22,385
20,55
24,385
19,66
20,60
25,67
21,320
24,353
22,224
23,181
21,226
20,42
21,58
21,295
20,59
20,42
22,45
25,109
20,61
21,370
25,436
20,74
20,278
28,303
20,26
21,607
19,39
22,47
25,1032
22,307
21,303
20,170
21,212
21,49
20,54
23,418
24,32
23,93
22,314
20,255
20,80
22,326
20,71
20,81
20,2029
17,83
20,44
21,55
20,262
20,30
22,234
20,394
21,29
20,71
17,39
20,233
22,489
23,101
17,108
20,38
20,213
21,325
20,61
22,352
21,23
17,73
21,403
21,34
20,91
20,58
20,437
20,34
22,465
23,270
20,282
20,82
22,48
20,177
21,74
21,36
21,287
20,72
20,26
20,77
29,317
21,393
20,59
21,256
20,265
20,83
22,333
21,270
22,274
20,69
22,231
21,360
22,469
